OID_,Field1,cntNo,id,date,timeX,time,lat,lon,tempC,extTemp,activity,speedKm,dir,altM,cov,hdop,distM,count,fileName,insideKNP,idF,dateTime,label
5829,41458,41458,SAT2065,2017/03/20 00:00,1899/12/31 00:00:00,19:16:49,-25.226033,31.631917,28,0,0,0,0,306,0,2,871,970,SAT 2065.xlsx,Y,SAT2065,2017/03/20 00:00,0
5830,41459,41459,SAT2065,2017/03/21 00:00,1899/12/31 00:00:00,10:17:56,-25.22595,31.634167,29,0,0,0,0,298,0,2,227,971,SAT 2065.xlsx,Y,SAT2065,2017/03/21 00:00,1
5831,41460,41460,SAT2065,2017/03/21 00:00,1899/12/31 00:00:00,20:17:20,-25.21475,31.631567,25.5,0,0,0,0,312,1,2,1274,972,SAT 2065.xlsx,Y,SAT2065,2017/03/21 00:00,0
5832,41461,41461,SAT2065,2017/03/22 00:00,1899/12/31 00:00:00,01:17:26,-25.21255,31.633683,27.5,0,0,0,0,286,4,1,325,973,SAT 2065.xlsx,Y,SAT2065,2017/03/22 00:00,1
5833,41462,41462,SAT2065,2017/03/22 00:00,1899/12/31 00:00:00,16:16:50,-25.211633,31.638967,33.5,0,0,0,0,318,0,2,542,974,SAT 2065.xlsx,Y,SAT2065,2017/03/22 00:00,0
5834,41463,41463,SAT2065,2017/03/23 00:00,1899/12/31 00:00:00,02:16:31,-25.218517,31.6349,25.5,0,0,0,0,298,1,2,869,975,SAT 2065.xlsx,Y,SAT2065,2017/03/23 00:00,0
5835,41464,41464,SAT2065,2017/03/23 00:00,1899/12/31 00:00:00,07:17:32,-25.219983,31.636467,25.5,0,0,0,0,308,5,1,227,976,SAT 2065.xlsx,Y,SAT2065,2017/03/23 00:00,0
5836,41465,41465,SAT2065,2017/03/23 00:00,1899/12/31 00:00:00,12:16:31,-25.2198,31.639867,31.5,0,0,0,0,311,1,1,343,977,SAT 2065.xlsx,Y,SAT2065,2017/03/23 00:00,1
5837,41466,41466,SAT2065,2017/03/23 00:00,1899/12/31 00:00:00,17:17:26,-25.216433,31.641567,30.5,0,0,0,0,320,2,2,412,978,SAT 2065.xlsx,Y,SAT2065,2017/03/23 00:00,1
5838,41467,41467,SAT2065,2017/03/23 00:00,1899/12/31 00:00:00,22:16:56,-25.21935,31.63985,27.5,0,0,0,0,316,5,3,368,979,SAT 2065.xlsx,Y,SAT2065,2017/03/23 00:00,0
5839,41469,41469,SAT2065,2017/03/24 00:00,1899/12/31 00:00:00,23:17:01,-25.210267,31.636883,29,0,0,0,0,321,0,5,1054,981,SAT 2065.xlsx,Y,SAT2065,2017/03/24 00:00,0
5840,41470,41470,SAT2065,2017/03/25 00:00,1899/12/31 00:00:00,09:17:01,-25.2175,31.633333,25,0,0,0,0,299,0,7,881,982,SAT 2065.xlsx,Y,SAT2065,2017/03/25 00:00,0
5841,41471,41471,SAT2065,2017/03/25 00:00,1899/12/31 00:00:00,14:17:02,-25.2262,31.63015,30,0,0,0,0,303,0,2,1020,983,SAT 2065.xlsx,Y,SAT2065,2017/03/25 00:00,0
5842,41472,41472,SAT2065,2017/03/25 00:00,1899/12/31 00:00:00,19:16:56,-25.229817,31.63665,25.5,0,0,0,0,304,5,3,768,984,SAT 2065.xlsx,Y,SAT2065,2017/03/25 00:00,1
5843,41473,41473,SAT2065,2017/03/26 00:00,1899/12/31 00:00:00,00:17:01,-25.229267,31.636783,26,0,0,0,0,310,0,2,63,985,SAT 2065.xlsx,Y,SAT2065,2017/03/26 00:00,1
5844,41474,41474,SAT2065,2017/03/26 00:00,1899/12/31 00:00:00,15:17:26,-25.22265,31.646917,29,0,0,0,0,323,0,7,1259,986,SAT 2065.xlsx,Y,SAT2065,2017/03/26 00:00,1
5845,41475,41475,SAT2065,2017/03/26 00:00,1899/12/31 00:00:00,20:17:09,-25.2091,31.637033,25,0,0,0,0,320,0,14,1807,987,SAT 2065.xlsx,Y,SAT2065,2017/03/26 00:00,1
5846,41476,41476,SAT2065,2017/03/27 00:00,1899/12/31 00:00:00,11:17:29,-25.211867,31.62925,32,0,0,0,0,334,0,5,842,988,SAT 2065.xlsx,Y,SAT2065,2017/03/27 00:00,0
5847,41477,41477,SAT2065,2017/03/27 00:00,1899/12/31 00:00:00,16:17:02,-25.212233,31.63095,34.5,0,0,0,0,327,0,3,176,989,SAT 2065.xlsx,Y,SAT2065,2017/03/27 00:00,0
5848,41478,41478,SAT2065,2017/03/27 00:00,1899/12/31 00:00:00,21:17:02,-25.215033,31.635567,24.5,0,0,0,0,310,4,3,560,990,SAT 2065.xlsx,Y,SAT2065,2017/03/27 00:00,0
5849,41479,41479,SAT2065,2017/03/28 00:00,1899/12/31 00:00:00,02:17:32,-25.216867,31.637533,28,0,0,0,0,317,0,2,284,991,SAT 2065.xlsx,Y,SAT2065,2017/03/28 00:00,0
5850,41480,41480,SAT2065,2017/03/28 00:00,1899/12/31 00:00:00,07:16:31,-25.220033,31.63675,26.5,0,0,0,0,306,0,2,361,992,SAT 2065.xlsx,Y,SAT2065,2017/03/28 00:00,0
5851,41481,41481,SAT2065,2017/03/28 00:00,1899/12/31 00:00:00,12:17:03,-25.2175,31.636967,33.5,0,0,0,0,305,0,7,283,993,SAT 2065.xlsx,Y,SAT2065,2017/03/28 00:00,0
5852,41482,41482,SAT2065,2017/03/28 00:00,1899/12/31 00:00:00,17:17:01,-25.211267,31.639633,28.5,0,0,0,0,317,0,4,744,994,SAT 2065.xlsx,Y,SAT2065,2017/03/28 00:00,1
5853,41483,41483,SAT2065,2017/03/28 00:00,1899/12/31 00:00:00,22:17:26,-25.209617,31.6356,26,0,0,0,0,316,5,3,446,995,SAT 2065.xlsx,Y,SAT2065,2017/03/28 00:00,1
5854,41484,41484,SAT2065,2017/03/29 00:00,1899/12/31 00:00:00,03:17:26,-25.209783,31.634667,25.5,0,0,0,0,316,3,2,96,996,SAT 2065.xlsx,Y,SAT2065,2017/03/29 00:00,1
5855,41485,41485,SAT2065,2017/03/29 00:00,1899/12/31 00:00:00,08:17:02,-25.210967,31.633117,28.5,0,0,0,0,327,0,3,204,997,SAT 2065.xlsx,Y,SAT2065,2017/03/29 00:00,0
5856,41486,41486,SAT2065,2017/03/29 00:00,1899/12/31 00:00:00,13:16:32,-25.211817,31.630933,33.5,0,0,0,0,331,5,2,239,998,SAT 2065.xlsx,Y,SAT2065,2017/03/29 00:00,0
5857,41487,41487,SAT2065,2017/03/29 00:00,1899/12/31 00:00:00,18:16:55,-25.212683,31.631583,27,0,0,0,0,323,0,3,117,999,SAT 2065.xlsx,Y,SAT2065,2017/03/29 00:00,1
5858,41488,41488,SAT2065,2017/03/30 00:00,1899/12/31 00:00:00,09:16:50,-25.2192,31.63655,26.5,0,0,0,0,312,1,1,881,1000,SAT 2065.xlsx,Y,SAT2065,2017/03/30 00:00,0
5859,41489,41489,SAT2065,2017/03/30 00:00,1899/12/31 00:00:00,14:16:31,-25.214567,31.635317,29,0,0,0,0,296,0,1,531,1001,SAT 2065.xlsx,Y,SAT2065,2017/03/30 00:00,1
5860,41490,41490,SAT2065,2017/03/30 00:00,1899/12/31 00:00:00,19:17:32,-25.210767,31.633283,27,0,0,0,0,319,3,1,470,1002,SAT 2065.xlsx,Y,SAT2065,2017/03/30 00:00,0
5861,41491,41491,SAT2065,2017/03/31 00:00,1899/12/31 00:00:00,00:17:01,-25.210033,31.6348,29,0,0,0,0,314,0,2,173,1003,SAT 2065.xlsx,Y,SAT2065,2017/03/31 00:00,0
5862,41494,41494,SAT2065,2017/03/31 00:00,1899/12/31 00:00:00,10:17:02,-25.210883,31.6381,33,0,0,0,0,326,0,1,346,1006,SAT 2065.xlsx,Y,SAT2065,2017/03/31 00:00,0
5863,41498,41498,SAT2065,2017/03/31 00:00,1899/12/31 00:00:00,20:16:56,-25.21385,31.640067,26.5,0,0,0,0,328,0,1,385,1010,SAT 2065.xlsx,Y,SAT2065,2017/03/31 00:00,0
5864,41501,41501,SAT2065,2017/04/01 00:00,1899/12/31 00:00:00,01:17:02,-25.218517,31.641,22.5,0,0,0,0,314,0,1,528,1013,SAT 2065.xlsx,Y,SAT2065,2017/04/01 00:00,0
5865,41504,41504,SAT2065,2017/04/01 00:00,1899/12/31 00:00:00,21:16:31,-25.22015,31.63685,28.5,0,0,0,0,298,0,1,456,1016,SAT 2065.xlsx,Y,SAT2065,2017/04/01 00:00,0
5866,41505,41505,SAT2065,2017/04/02 00:00,1899/12/31 00:00:00,02:17:02,-25.22285,31.6366,25,0,0,0,0,315,4,2,302,1017,SAT 2065.xlsx,Y,SAT2065,2017/04/02 00:00,0
5867,41506,41506,SAT2065,2017/04/02 00:00,1899/12/31 00:00:00,07:16:56,-25.224517,31.6352,29.5,0,0,0,0,297,0,1,233,1018,SAT 2065.xlsx,Y,SAT2065,2017/04/02 00:00,0
5868,41508,41508,SAT2065,2017/04/02 00:00,1899/12/31 00:00:00,17:17:27,-25.227667,31.63335,28.5,0,0,0,0,280,1,3,397,1020,SAT 2065.xlsx,Y,SAT2065,2017/04/02 00:00,1
5869,41509,41509,SAT2065,2017/04/03 00:00,1899/12/31 00:00:00,03:17:02,-25.234733,31.632167,25.5,0,0,0,0,297,0,1,796,1021,SAT 2065.xlsx,Y,SAT2065,2017/04/03 00:00,1
5870,41510,41510,SAT2065,2017/04/03 00:00,1899/12/31 00:00:00,08:17:06,-25.237483,31.632217,29.5,0,0,0,0,287,0,13,306,1022,SAT 2065.xlsx,Y,SAT2065,2017/04/03 00:00,0
5871,41511,41511,SAT2065,2017/04/03 00:00,1899/12/31 00:00:00,13:17:20,-25.2377,31.6316,36.5,0,0,0,0,290,0,1,67,1023,SAT 2065.xlsx,Y,SAT2065,2017/04/03 00:00,1
5872,41512,41512,SAT2065,2017/04/03 00:00,1899/12/31 00:00:00,18:17:32,-25.231667,31.641167,27.5,0,0,0,0,310,3,1,1174,1024,SAT 2065.xlsx,Y,SAT2065,2017/04/03 00:00,1
5873,41513,41513,SAT2065,2017/04/03 00:00,1899/12/31 00:00:00,23:17:02,-25.218983,31.638033,31,0,0,0,0,300,0,3,1447,1025,SAT 2065.xlsx,Y,SAT2065,2017/04/03 00:00,1
5874,41514,41514,SAT2065,2017/04/04 00:00,1899/12/31 00:00:00,14:17:02,-25.21705,31.63515,29,0,0,0,0,306,5,8,361,1026,SAT 2065.xlsx,Y,SAT2065,2017/04/04 00:00,0
5875,41515,41515,SAT2065,2017/04/04 00:00,1899/12/31 00:00:00,19:16:56,-25.210783,31.63495,27,0,0,0,0,314,4,1,698,1027,SAT 2065.xlsx,Y,SAT2065,2017/04/04 00:00,1
5876,41516,41516,SAT2065,2017/04/05 00:00,1899/12/31 00:00:00,00:16:55,-25.2088,31.637367,23.5,0,0,0,0,326,0,3,329,1028,SAT 2065.xlsx,Y,SAT2065,2017/04/05 00:00,1
5877,41517,41517,SAT2065,2017/04/05 00:00,1899/12/31 00:00:00,10:17:00,-25.21175,31.6407,32.5,0,0,0,0,314,0,3,470,1029,SAT 2065.xlsx,Y,SAT2065,2017/04/05 00:00,1
5878,41518,41518,SAT2065,2017/04/05 00:00,1899/12/31 00:00:00,15:17:38,-25.2137,31.641083,33,0,0,0,0,317,5,1,220,1030,SAT 2065.xlsx,Y,SAT2065,2017/04/05 00:00,1
5879,41519,41519,SAT2065,2017/04/05 00:00,1899/12/31 00:00:00,20:16:31,-25.2207,31.6424,28.5,0,0,0,0,322,0,1,790,1031,SAT 2065.xlsx,Y,SAT2065,2017/04/05 00:00,0
5880,41520,41520,SAT2065,2017/04/06 00:00,1899/12/31 00:00:00,01:17:50,-25.2304,31.640383,23.5,0,0,0,0,316,3,1,1099,1032,SAT 2065.xlsx,Y,SAT2065,2017/04/06 00:00,1
5881,41521,41521,SAT2065,2017/04/06 00:00,1899/12/31 00:00:00,06:17:03,-25.233383,31.637017,26,0,0,0,0,310,0,3,475,1033,SAT 2065.xlsx,Y,SAT2065,2017/04/06 00:00,1
5882,41525,41525,SAT2065,2017/04/07 00:00,1899/12/31 00:00:00,02:17:02,-25.233783,31.637533,26.5,0,0,0,0,314,0,2,72,1037,SAT 2065.xlsx,Y,SAT2065,2017/04/07 00:00,0
5883,41526,41526,SAT2065,2017/04/07 00:00,1899/12/31 00:00:00,07:17:27,-25.232833,31.637833,28.5,0,0,0,0,308,2,3,110,1038,SAT 2065.xlsx,Y,SAT2065,2017/04/07 00:00,0
5884,41527,41527,SAT2065,2017/04/07 00:00,1899/12/31 00:00:00,17:17:33,-25.215117,31.641683,31,0,0,0,0,306,0,4,2010,1039,SAT 2065.xlsx,Y,SAT2065,2017/04/07 00:00,1
5885,41528,41528,SAT2065,2017/04/08 00:00,1899/12/31 00:00:00,03:17:27,-25.211917,31.636017,26,0,0,0,0,313,0,4,673,1040,SAT 2065.xlsx,Y,SAT2065,2017/04/08 00:00,1
5886,41529,41529,SAT2065,2017/04/08 00:00,1899/12/31 00:00:00,13:16:55,-25.2145,31.635317,33.5,0,0,0,0,299,0,2,296,1041,SAT 2065.xlsx,Y,SAT2065,2017/04/08 00:00,0
5887,41530,41530,SAT2065,2017/04/09 00:00,1899/12/31 00:00:00,09:17:48,-25.219317,31.636567,32.5,0,0,0,0,307,2,2,551,1042,SAT 2065.xlsx,Y,SAT2065,2017/04/09 00:00,0
5888,41534,41534,SAT2065,2017/04/09 00:00,1899/12/31 00:00:00,19:16:56,-25.2199,31.63625,26,0,0,0,0,284,1,1,72,1046,SAT 2065.xlsx,Y,SAT2065,2017/04/09 00:00,0
5889,41535,41535,SAT2065,2017/04/10 00:00,1899/12/31 00:00:00,00:17:37,-25.223983,31.63395,27,0,0,0,0,314,0,6,510,1047,SAT 2065.xlsx,Y,SAT2065,2017/04/10 00:00,0
5890,41536,41536,SAT2065,2017/04/10 00:00,1899/12/31 00:00:00,15:16:55,-25.23005,31.6356,33,0,0,0,0,306,0,1,695,1048,SAT 2065.xlsx,Y,SAT2065,2017/04/10 00:00,1
5891,41540,41540,SAT2065,2017/04/10 00:00,1899/12/31 00:00:00,20:17:51,-25.233517,31.638,28.5,0,0,0,0,299,0,1,455,1052,SAT 2065.xlsx,Y,SAT2065,2017/04/10 00:00,0
5892,41544,41544,SAT2065,2017/04/11 00:00,1899/12/31 00:00:00,01:16:56,-25.234017,31.634867,26.5,0,0,0,0,318,0,8,320,1056,SAT 2065.xlsx,Y,SAT2065,2017/04/11 00:00,0
5893,41548,41548,SAT2065,2017/04/13 00:00,1899/12/31 00:00:00,03:16:26,-25.2199,31.639633,24.5,0,0,0,0,315,4,2,1643,1060,SAT 2065.xlsx,Y,SAT2065,2017/04/13 00:00,1
5894,41550,41550,SAT2065,2017/04/13 00:00,1899/12/31 00:00:00,18:17:01,-25.211367,31.636767,27.5,0,0,0,0,311,2,1,989,1062,SAT 2065.xlsx,Y,SAT2065,2017/04/13 00:00,0
5895,41551,41551,SAT2065,2017/04/13 00:00,1899/12/31 00:00:00,23:17:51,-25.21045,31.640117,23.5,0,0,0,0,326,4,1,352,1063,SAT 2065.xlsx,Y,SAT2065,2017/04/13 00:00,0
5896,41552,41552,SAT2065,2017/04/14 00:00,1899/12/31 00:00:00,19:16:32,-25.214783,31.631317,22.5,0,0,0,0,311,0,1,1009,1064,SAT 2065.xlsx,Y,SAT2065,2017/04/14 00:00,0
5897,41553,41553,SAT2065,2017/04/15 00:00,1899/12/31 00:00:00,00:17:26,-25.21675,31.6307,25,0,0,0,0,325,3,3,228,1065,SAT 2065.xlsx,Y,SAT2065,2017/04/15 00:00,1
5898,41555,41555,SAT2065,2017/04/15 00:00,1899/12/31 00:00:00,10:17:55,-25.22695,31.632383,23,0,0,0,0,295,2,5,1148,1067,SAT 2065.xlsx,Y,SAT2065,2017/04/15 00:00,0
5899,41557,41557,SAT2065,2017/04/16 00:00,1899/12/31 00:00:00,01:16:55,-25.20455,31.629483,22.5,0,0,0,0,329,5,2,2511,1069,SAT 2065.xlsx,Y,SAT2065,2017/04/16 00:00,1
5900,41558,41558,SAT2065,2017/04/16 00:00,1899/12/31 00:00:00,11:17:50,-25.214233,31.62845,28,0,0,0,0,324,0,3,1083,1070,SAT 2065.xlsx,Y,SAT2065,2017/04/16 00:00,0
5901,41559,41559,SAT2065,2017/04/16 00:00,1899/12/31 00:00:00,16:17:32,-25.2171,31.626367,29.5,0,0,0,0,332,0,5,382,1071,SAT 2065.xlsx,Y,SAT2065,2017/04/16 00:00,0
5902,41564,41564,SAT2065,2017/04/18 00:00,1899/12/31 00:00:00,13:17:36,-25.221267,31.62935,33,0,0,0,0,319,5,4,553,1076,SAT 2065.xlsx,Y,SAT2065,2017/04/18 00:00,1
5903,41568,41568,SAT2065,2017/04/19 00:00,1899/12/31 00:00:00,19:16:51,-25.229567,31.636,24,0,0,0,0,279,0,2,1141,1080,SAT 2065.xlsx,Y,SAT2065,2017/04/19 00:00,0
5904,41574,41574,SAT2065,2017/04/21 00:00,1899/12/31 00:00:00,01:16:56,-25.21055,31.6316,23.5,0,0,0,0,328,4,3,2163,1086,SAT 2065.xlsx,Y,SAT2065,2017/04/21 00:00,0
5905,41575,41575,SAT2065,2017/04/21 00:00,1899/12/31 00:00:00,16:16:50,-25.208533,31.636433,32,0,0,0,0,318,3,12,536,1087,SAT 2065.xlsx,Y,SAT2065,2017/04/21 00:00,1
5906,41578,41578,SAT2065,2017/04/23 00:00,1899/12/31 00:00:00,13:16:31,-25.221567,31.628833,31.5,0,0,0,0,321,3,1,1640,1090,SAT 2065.xlsx,Y,SAT2065,2017/04/23 00:00,1
5907,41579,41579,SAT2065,2017/04/23 00:00,1899/12/31 00:00:00,18:17:02,-25.226033,31.633317,22.5,0,0,0,0,297,1,1,672,1091,SAT 2065.xlsx,Y,SAT2065,2017/04/23 00:00,0
5908,41582,41582,SAT2065,2017/04/25 00:00,1899/12/31 00:00:00,15:17:38,-25.2127,31.631767,31,0,0,0,0,306,0,5,1492,1094,SAT 2065.xlsx,Y,SAT2065,2017/04/25 00:00,0
5909,41583,41583,SAT2065,2017/04/25 00:00,1899/12/31 00:00:00,20:16:55,-25.215233,31.635717,28.5,0,0,0,0,304,3,1,488,1095,SAT 2065.xlsx,Y,SAT2065,2017/04/25 00:00,1
5910,41584,41584,SAT2065,2017/04/26 00:00,1899/12/31 00:00:00,01:17:59,-25.215283,31.633317,23.5,0,0,0,0,316,2,2,242,1096,SAT 2065.xlsx,Y,SAT2065,2017/04/26 00:00,1
5911,41585,41585,SAT2065,2017/04/27 00:00,1899/12/31 00:00:00,02:16:50,-25.216433,31.631017,19,0,0,0,0,319,1,1,265,1097,SAT 2065.xlsx,Y,SAT2065,2017/04/27 00:00,1
5912,41586,41586,SAT2065,2017/04/27 00:00,1899/12/31 00:00:00,12:17:39,-25.2232,31.636533,25,0,0,0,0,278,0,9,936,1098,SAT 2065.xlsx,Y,SAT2065,2017/04/27 00:00,1
5913,41587,41587,SAT2065,2017/04/27 00:00,1899/12/31 00:00:00,17:17:39,-25.2251,31.634083,27.5,0,0,0,0,310,1,3,325,1099,SAT 2065.xlsx,Y,SAT2065,2017/04/27 00:00,1
5914,41589,41589,SAT2065,2017/04/27 00:00,1899/12/31 00:00:00,22:16:49,-25.2306,31.628167,21,0,0,0,0,320,4,5,854,1101,SAT 2065.xlsx,Y,SAT2065,2017/04/27 00:00,0
5915,41591,41591,SAT2065,2017/04/28 00:00,1899/12/31 00:00:00,08:17:03,-25.231767,31.628967,26,0,0,0,0,299,0,2,153,1103,SAT 2065.xlsx,Y,SAT2065,2017/04/28 00:00,1
5916,41592,41592,SAT2065,2017/04/28 00:00,1899/12/31 00:00:00,13:17:59,-25.231033,31.635267,30,0,0,0,0,286,0,6,640,1104,SAT 2065.xlsx,Y,SAT2065,2017/04/28 00:00,0
5917,41595,41595,SAT2065,2017/04/29 00:00,1899/12/31 00:00:00,04:17:02,-25.225317,31.635017,23,0,0,0,0,298,0,1,637,1107,SAT 2065.xlsx,Y,SAT2065,2017/04/29 00:00,1
5918,41596,41596,SAT2065,2017/04/29 00:00,1899/12/31 00:00:00,19:17:26,-25.21975,31.6333,24.5,0,0,0,0,306,0,2,643,1108,SAT 2065.xlsx,Y,SAT2065,2017/04/29 00:00,0
5919,41597,41597,SAT2065,2017/04/30 00:00,1899/12/31 00:00:00,00:17:20,-25.219883,31.636367,25,0,0,0,0,309,0,3,309,1109,SAT 2065.xlsx,Y,SAT2065,2017/04/30 00:00,0
5920,41598,41598,SAT2065,2017/04/30 00:00,1899/12/31 00:00:00,10:17:32,-25.21725,31.633883,24,0,0,0,0,297,3,1,385,1110,SAT 2065.xlsx,Y,SAT2065,2017/04/30 00:00,1
5921,41599,41599,SAT2065,2017/04/30 00:00,1899/12/31 00:00:00,15:17:23,-25.220083,31.628633,24.5,0,0,0,0,293,1,11,616,1111,SAT 2065.xlsx,Y,SAT2065,2017/04/30 00:00,1
5922,41600,41600,SAT2065,2017/04/30 00:00,1899/12/31 00:00:00,20:17:02,-25.224067,31.62525,22.5,0,0,0,0,322,1,3,559,1112,SAT 2065.xlsx,Y,SAT2065,2017/04/30 00:00,0
5923,41602,41602,SAT2065,2017/05/01 00:00,1899/12/31 00:00:00,06:16:32,-25.232067,31.632017,24,0,0,0,0,300,0,2,1121,1114,SAT 2065.xlsx,Y,SAT2065,2017/05/01 00:00,1
5924,41604,41604,SAT2065,2017/05/02 00:00,1899/12/31 00:00:00,02:17:25,-25.228567,31.632083,25,0,0,0,0,290,0,2,390,1116,SAT 2065.xlsx,Y,SAT2065,2017/05/02 00:00,1
5925,41605,41605,SAT2065,2017/05/02 00:00,1899/12/31 00:00:00,12:17:07,-25.218333,31.629633,28,0,0,0,0,345,3,8,1166,1117,SAT 2065.xlsx,Y,SAT2065,2017/05/02 00:00,1
5926,44245,44245,SAT2089,2017/01/05 00:00,1899/12/31 00:00:00,22:35:06,-25.283683,31.628367,33,0,0,0,0,270,0,2,703,532,SAT 2089.xlsx,Y,SAT2089,2017/01/05 00:00,0
5927,44247,44247,SAT2089,2017/01/07 00:00,1899/12/31 00:00:00,09:34:33,-25.290583,31.634567,30,0,0,0,0,248,3,2,990,534,SAT 2089.xlsx,Y,SAT2089,2017/01/07 00:00,1
5928,44248,44248,SAT2089,2017/01/08 00:00,1899/12/31 00:00:00,20:35:06,-25.295317,31.6232,29.5,0,0,0,0,274,0,2,1260,535,SAT 2089.xlsx,Y,SAT2089,2017/01/08 00:00,1
5929,44250,44250,SAT2089,2017/01/11 00:00,1899/12/31 00:00:00,08:34:33,-25.287267,31.629717,32,0,0,0,0,268,0,2,1111,537,SAT 2089.xlsx,Y,SAT2089,2017/01/11 00:00,1
5930,44252,44252,SAT2089,2017/01/11 00:00,1899/12/31 00:00:00,23:35:37,-25.2849,31.629817,31,0,0,0,0,245,0,4,264,539,SAT 2089.xlsx,Y,SAT2089,2017/01/11 00:00,0
5931,44254,44254,SAT2089,2017/01/16 00:00,1899/12/31 00:00:00,03:34:28,-25.2858,31.63055,31,0,0,0,0,281,0,4,124,541,SAT 2089.xlsx,Y,SAT2089,2017/01/16 00:00,1
5932,44256,44256,SAT2089,2017/01/20 00:00,1899/12/31 00:00:00,12:34:01,-24.968567,31.594267,34.5,0,0,0,0,284,0,1,35505,543,SAT 2089.xlsx,Y,SAT2089,2017/01/20 00:00,0
5933,44257,44257,SAT2089,2017/01/20 00:00,1899/12/31 00:00:00,17:35:02,-24.993583,31.583783,37,0,0,0,0,221,0,1,2979,544,SAT 2089.xlsx,Y,SAT2089,2017/01/20 00:00,1
5934,44259,44259,SAT2089,2017/01/20 00:00,1899/12/31 00:00:00,22:35:02,-24.98865,31.581683,28,0,0,0,0,280,0,1,589,546,SAT 2089.xlsx,Y,SAT2089,2017/01/20 00:00,1
5935,44260,44260,SAT2089,2017/01/21 00:00,1899/12/31 00:00:00,03:34:55,-24.99345,31.583733,25.5,0,0,0,0,235,0,1,573,547,SAT 2089.xlsx,Y,SAT2089,2017/01/21 00:00,1
5936,44261,44261,SAT2089,2017/01/21 00:00,1899/12/31 00:00:00,08:35:26,-24.993417,31.583867,23.5,0,0,0,0,265,5,1,14,548,SAT 2089.xlsx,Y,SAT2089,2017/01/21 00:00,0
5937,44262,44262,SAT2089,2017/01/21 00:00,1899/12/31 00:00:00,13:34:31,-24.989367,31.5823,23.5,0,0,0,0,264,0,1,478,549,SAT 2089.xlsx,Y,SAT2089,2017/01/21 00:00,1
5938,44264,44264,SAT2089,2017/01/21 00:00,1899/12/31 00:00:00,18:35:26,-24.993333,31.58365,24.5,0,0,0,0,269,0,1,462,551,SAT 2089.xlsx,Y,SAT2089,2017/01/21 00:00,1
5939,44268,44268,SAT2089,2017/01/22 00:00,1899/12/31 00:00:00,04:35:01,-24.993367,31.583683,22.5,0,0,0,0,274,0,2,13,555,SAT 2089.xlsx,Y,SAT2089,2017/01/22 00:00,1
5940,44272,44272,SAT2089,2017/01/22 00:00,1899/12/31 00:00:00,19:34:49,-24.99335,31.5837,27,0,0,0,0,265,0,3,11,559,SAT 2089.xlsx,Y,SAT2089,2017/01/22 00:00,1
5941,44275,44275,SAT2089,2017/01/24 00:00,1899/12/31 00:00:00,11:35:36,-24.9929,31.584183,37,0,0,0,0,212,0,4,66,562,SAT 2089.xlsx,Y,SAT2089,2017/01/24 00:00,1
5942,44276,44276,SAT2089,2017/01/24 00:00,1899/12/31 00:00:00,16:34:50,-24.9935,31.58375,35.5,0,0,0,0,285,0,3,80,563,SAT 2089.xlsx,Y,SAT2089,2017/01/24 00:00,0
5943,44277,44277,SAT2089,2017/01/25 00:00,1899/12/31 00:00:00,02:34:55,-24.993333,31.583733,27,0,0,0,0,255,4,1,19,564,SAT 2089.xlsx,Y,SAT2089,2017/01/25 00:00,0
5944,37898,37898,SAT2064,2017/01/04 00:00,1899/12/31 00:00:00,14:30:32,-25.0216,31.4318,33,0,0,0,0,342,0,11,269,653,SAT 2064.xlsx,Y,SAT2064,2017/01/04 00:00,1
5945,37899,37899,SAT2064,2017/01/05 00:00,1899/12/31 00:00:00,00:31:20,-25.0215,31.430167,23,0,0,0,0,356,0,2,165,654,SAT 2064.xlsx,Y,SAT2064,2017/01/05 00:00,1
5946,37902,37902,SAT2064,2017/01/05 00:00,1899/12/31 00:00:00,05:31:22,-25.0234,31.430583,22.5,0,0,0,0,336,1,2,216,657,SAT 2064.xlsx,Y,SAT2064,2017/01/05 00:00,1
5947,37903,37903,SAT2064,2017/01/05 00:00,1899/12/31 00:00:00,10:31:03,-25.027583,31.428183,31,0,0,0,0,398,0,1,525,658,SAT 2064.xlsx,Y,SAT2064,2017/01/05 00:00,1
5948,37906,37906,SAT2064,2017/01/06 00:00,1899/12/31 00:00:00,06:31:02,-25.020417,31.433333,29,0,0,0,0,336,0,2,952,661,SAT 2064.xlsx,Y,SAT2064,2017/01/06 00:00,1
5949,37907,37907,SAT2064,2017/01/06 00:00,1899/12/31 00:00:00,11:31:32,-25.026083,31.442583,31,0,0,0,0,354,2,1,1126,662,SAT 2064.xlsx,Y,SAT2064,2017/01/06 00:00,1
5950,37908,37908,SAT2064,2017/01/06 00:00,1899/12/31 00:00:00,16:32:00,-25.0242,31.4414,35.5,0,0,0,0,357,0,1,241,663,SAT 2064.xlsx,Y,SAT2064,2017/01/06 00:00,1
5951,37913,37913,SAT2064,2017/01/06 00:00,1899/12/31 00:00:00,21:31:02,-25.0174,31.433617,29.5,0,0,0,0,351,0,1,1091,668,SAT 2064.xlsx,Y,SAT2064,2017/01/06 00:00,0
5952,37916,37916,SAT2064,2017/01/07 00:00,1899/12/31 00:00:00,07:31:25,-25.024067,31.432817,25,0,0,0,0,351,0,1,747,671,SAT 2064.xlsx,Y,SAT2064,2017/01/07 00:00,1
